episode,reward,loss,mean_q,epsilon,steps,slices,covered,hard_total,val_recall,val_slices,val_score,val_mAP50,val_small_recall,val_fp_per_image,val_crops,val_benchmark_score
16009,62.974072,0.100626,25.959432,0.05,20,1,0,0,,,,,,,,
16010,129.577099,0.0,25.959432,0.05,20,1,0,0,,,,,,,,
16011,101.058888,0.105955,25.959432,0.05,20,1,0,0,,,,,,,,
16012,100.576148,0.0,26.131538,0.05,20,1,0,0,,,,,,,,
16013,60.144739,0.0,26.161618,0.05,20,1,0,0,,,,,,,,
16014,105.822393,0.089406,26.161618,0.05,20,1,0,0,,,,,,,,
16015,129.172223,0.0,26.161618,0.05,20,1,0,0,,,,,,,,
16016,152.68106,0.071179,25.219679,0.05,20,1,0,0,,,,,,,,
16017,94.501664,0.079796,25.153481,0.05,20,1,0,0,,,,,,,,
16018,101.018532,0.0,25.153481,0.05,20,1,0,0,,,,,,,,
16019,87.096813,0.106634,25.153481,0.05,20,1,0,0,,,,,,,,
16022,22.098361,0.084008,25.07447,0.05,18,1,0,0,,,,,,,,
16020,147.712756,0.0,25.07447,0.05,20,1,0,0,,,,,,,,
16021,141.544168,0.0,25.197839,0.05,20,1,0,0,,,,,,,,
16023,145.632396,0.0,25.197839,0.05,20,1,0,0,,,,,,,,
16026,31.512959,0.0,25.030292,0.05,14,1,0,0,,,,,,,,
16024,101.852718,0.09079,24.655602,0.05,20,1,0,0,,,,,,,,
16025,92.448687,0.075164,24.687161,0.05,20,1,0,0,,,,,,,,
16027,90.808257,0.083258,24.687161,0.05,20,1,0,0,,,,,,,,
16028,111.674991,0.067058,24.460651,0.05,20,1,0,0,,,,,,,,
16029,106.731694,0.0,24.460651,0.05,20,1,0,0,,,,,,,,
16030,44.625745,0.0,24.589669,0.05,20,1,0,0,,,,,,,,
16031,136.187408,0.0,24.589669,0.05,20,1,0,0,,,,,,,,
16034,2.169456,0.112026,24.435025,0.05,12,1,0,0,,,,,,,,
16032,89.982844,0.0,24.411635,0.05,20,1,0,0,,,,,,,,
16039,7.995155,0.0,24.411635,0.05,7,1,0,0,,,,,,,,
16036,52.494544,0.062456,24.454553,0.05,11,1,0,0,,,,,,,,
16033,76.847014,0.063825,24.589055,0.05,20,1,0,0,,,,,,,,
16035,138.436999,0.099195,24.711281,0.05,20,1,0,0,,,,,,,,
16037,94.600309,0.0,24.917175,0.05,20,1,0,0,,,,,,,,
16038,83.514169,0.0,24.961479,0.05,20,1,0,0,,,,,,,,
16040,68.317757,0.068448,24.911086,0.05,16,1,0,0,,,,,,,,
16044,32.007098,0.100614,24.818276,0.05,10,1,0,0,,,,,,,,
16049,1.09648,0.091759,24.51886,0.05,3,1,0,0,,,,,,,,
16041,115.766578,0.0,24.413058,0.05,20,1,0,0,,,,,,,,
16042,96.703098,0.0,24.413058,0.05,20,1,0,0,,,,,,,,
16043,62.15269,0.097126,24.464387,0.05,20,1,0,0,,,,,,,,
16045,48.678026,0.086139,24.831307,0.05,20,1,0,0,,,,,,,,
16046,54.259245,0.0,24.738706,0.05,20,1,0,0,,,,,,,,
16047,116.908233,0.0,24.717864,0.05,20,1,0,0,,,,,,,,
16048,134.675219,0.110364,24.598161,0.05,20,1,0,0,,,,,,,,
16050,77.186642,0.081177,24.142865,0.05,20,1,0,0,,,,,,,,
16051,156.378201,0.0,24.035621,0.05,20,1,0,0,,,,,,,,
16052,136.185007,0.0,24.035621,0.05,20,1,0,0,,,,,,,,
16053,47.306707,0.100262,24.183615,0.05,20,1,0,0,,,,,,,,
16054,90.988138,0.1021,24.450096,0.05,20,1,0,0,,,,,,,,
16057,15.584771,0.080941,24.365091,0.05,16,1,0,0,,,,,,,,
16055,60.788178,0.0,24.327875,0.05,20,1,0,0,,,,,,,,
16056,148.013012,0.0,24.217842,0.05,20,1,0,0,,,,,,,,
16062,47.466257,0.084927,23.988314,0.05,8,1,0,0,,,,,,,,
16063,5.788261,0.093988,23.782802,0.05,5,1,0,0,,,,,,,,
16058,128.650431,0.076657,23.361181,0.05,20,1,0,0,,,,,,,,
16059,99.970589,0.0,23.184272,0.05,20,1,0,0,,,,,,,,
16060,145.221883,0.0,23.184272,0.05,20,1,0,0,,,,,,,,
16061,36.771931,0.072604,23.077756,0.05,20,1,0,0,,,,,,,,
16067,43.444774,0.098152,23.077756,0.05,7,1,0,0,,,,,,,,
16065,3.883416,0.0,22.66041,0.05,17,1,0,0,,,,,,,,
16064,10.858831,0.0,22.66041,0.05,19,1,0,0,,,,,,,,
16066,14.002598,0.08253,22.595359,0.05,18,1,0,0,,,,,,,,
16075,10.010995,0.055596,22.217117,0.05,3,1,0,0,,,,,,,,
16068,95.24481,0.091689,21.78966,0.05,20,1,0,0,,,,,,,,
16069,12.360311,0.0,21.651249,0.05,19,1,0,0,,,,,,,,
16070,13.42426,0.0,21.651249,0.05,19,1,0,0,,,,,,,,
16071,66.58989,0.078628,21.676971,0.05,19,1,0,0,,,,,,,,
16072,27.905817,0.067745,21.676971,0.05,19,1,0,0,,,,,,,,
16073,78.909271,0.0,21.781013,0.05,13,1,0,0,,,,,,,,
16074,110.195666,0.0,22.068218,0.05,20,1,0,0,,,,,,,,
16076,33.845951,0.089131,21.655552,0.05,20,1,0,0,,,,,,,,
16080,5.774346,0.094199,21.591009,0.05,15,1,0,0,,,,,,,,
16077,109.142888,0.107893,21.432751,0.05,20,1,0,0,,,,,,,,
16078,154.101007,0.0,21.339637,0.05,20,1,0,0,,,,,,,,
16079,88.932915,0.0,21.339637,0.05,20,1,0,0,,,,,,,,
16081,91.374939,0.093304,21.302086,0.05,20,1,0,0,,,,,,,,
16082,117.670146,0.0,21.272336,0.05,20,1,0,0,,,,,,,,
16084,76.044558,0.086168,21.36555,0.05,11,1,0,0,,,,,,,,
16083,35.299088,0.0,21.331905,0.05,18,1,0,0,,,,,,,,
16085,19.551269,0.093278,21.246972,0.05,20,1,0,0,,,,,,,,
16086,130.790643,0.086465,21.173106,0.05,20,1,0,0,,,,,,,,
16087,100.82031,0.0,21.114787,0.05,20,1,0,0,,,,,,,,
16088,105.073842,0.0,21.114787,0.05,20,1,0,0,,,,,,,,
16089,124.314691,0.080559,21.065611,0.05,20,1,0,0,,,,,,,,
16090,148.40392,0.0,20.900261,0.05,20,1,0,0,,,,,,,,
16091,52.202189,0.098718,20.815957,0.05,18,1,0,0,,,,,,,,
16096,10.865771,0.0,20.904419,0.05,7,1,0,0,,,,,,,,
16092,153.702616,0.0,20.97844,0.05,20,1,0,0,,,,,,,,
16097,29.109636,0.094742,20.97844,0.05,7,1,0,0,,,,,,,,
16095,35.911097,0.0,20.97844,0.05,9,1,0,0,,,,,,,,
16093,135.851438,0.093821,21.235501,0.05,20,1,0,0,,,,,,,,
16094,150.241698,0.092956,21.26486,0.05,20,1,0,0,,,,,,,,
16100,118.947815,0.0,21.12799,0.05,15,1,0,0,,,,,,,,
16098,97.024179,0.0,20.932511,0.05,20,1,0,0,,,,,,,,
16099,122.870793,0.102994,20.877691,0.05,20,1,0,0,,,,,,,,
16106,11.740057,0.0,20.856975,0.05,4,1,0,0,,,,,,,,
16103,28.578017,0.0,20.863567,0.05,18,1,0,0,,,,,,,,
16101,28.942611,0.0,20.879659,0.05,20,1,0,0,,,,,,,,
16102,74.089328,0.084607,20.879659,0.05,20,1,0,0,,,,,,,,
16105,25.367876,0.093842,21.291465,0.05,14,1,0,0,,,,,,,,
16104,95.147209,0.092988,21.836566,0.05,20,1,0,0,,,,,,,,
16107,129.761585,0.0,22.338113,0.05,20,1,0,0,,,,,,,,
16111,61.99289,0.0,22.341284,0.05,16,1,0,0,,,,,,,,
16108,101.405979,0.07983,22.341284,0.05,20,1,0,0,,,,,,,,
16109,105.075997,0.0,22.436807,0.05,20,1,0,0,,,,,,,,
16114,55.7015,0.08129,22.59445,0.05,10,1,0,0,,,,,,,,
16110,154.247247,0.0,22.59445,0.05,20,1,0,0,,,,,,,,
16112,46.332952,0.076712,22.994162,0.05,20,1,0,0,,,,,,,,
16113,145.429396,0.072396,23.391881,0.05,20,1,0,0,,,,,,,,
16115,24.839232,0.0,23.497682,0.05,11,1,0,0,,,,,,,,
16121,3.456377,0.079421,23.832955,0.05,12,1,0,0,,,,,,,,
16123,26.75038,0.0,23.6623,0.05,8,1,0,0,,,,,,,,
16116,159.882767,0.0,23.43666,0.05,20,1,0,0,,,,,,,,
16117,62.323694,0.072333,23.43666,0.05,20,1,0,0,,,,,,,,
16118,64.791966,0.0,23.355548,0.05,20,1,0,0,,,,,,,,
16119,55.403243,0.10069,23.348554,0.05,20,1,0,0,,,,,,,,
16120,65.410956,0.0,23.348554,0.05,20,1,0,0,,,,,,,,
16127,8.265137,0.129978,23.348554,0.05,2,1,0,0,,,,,,,,
16122,106.264269,0.109334,23.942269,0.05,20,1,0,0,,,,,,,,
16128,50.798718,0.0,24.084872,0.05,8,1,0,0,,,,,,,,
16130,59.781425,0.0,24.689353,0.05,12,1,0,0,,,,,,,,
16124,151.614134,0.093199,24.71269,0.05,20,1,0,0,,,,,,,,
16125,84.737671,0.0,24.591764,0.05,20,1,0,0,,,,,,,,
16135,5.718309,0.12429,24.564064,0.05,3,1,0,0,,,,,,,,
16126,46.594566,0.0,24.488985,0.05,20,1,0,0,,,,,,,,
16129,38.954498,0.065544,24.46025,0.05,19,1,0,0,,,,,,,,
16131,96.570058,0.089144,24.497112,0.05,20,1,0,0,,,,,,,,
16132,122.874738,0.092008,24.669923,0.05,20,1,0,0,,,,,,,,
16133,155.289859,0.0,24.708336,0.05,20,1,0,0,,,,,,,,
16142,7.586584,0.0,24.861242,0.05,2,1,0,0,,,,,,,,
16134,77.813961,0.0,25.031299,0.05,20,1,0,0,,,,,,,,
16136,62.535936,0.0,24.86815,0.05,20,1,0,0,,,,,,,,
16137,93.894719,0.098427,24.831184,0.05,20,1,0,0,,,,,,,,
16138,136.607665,0.0,24.777038,0.05,20,1,0,0,,,,,,,,
16139,165.828187,0.087642,24.655307,0.05,20,1,0,0,,,,,,,,
16140,123.762002,0.082623,24.552187,0.05,20,1,0,0,,,,,,,,
16141,13.817198,0.089174,24.39214,0.05,17,1,0,0,,,,,,,,
16143,152.379615,0.0,24.270849,0.05,20,1,0,0,,,,,,,,
16144,54.103092,0.0,24.298039,0.05,20,1,0,0,,,,,,,,
16147,20.138625,0.0,24.37806,0.05,16,1,0,0,,,,,,,,
16145,138.416353,0.0,24.439358,0.05,20,1,0,0,,,,,,,,
16146,77.152326,0.083997,24.527759,0.05,20,1,0,0,,,,,,,,
16148,129.289445,0.090591,24.595035,0.05,20,1,0,0,,,,,,,,
16149,104.667308,0.074629,24.642894,0.05,20,1,0,0,,,,,,,,
16155,2.312802,0.071722,24.676213,0.05,4,1,0,0,,,,,,,,
16150,115.775699,0.077213,24.651257,0.05,20,1,0,0,,,,,,,,
16151,69.165176,0.0,24.477659,0.05,20,1,0,0,,,,,,,,
16153,39.860134,0.0,24.504928,0.05,16,1,0,0,,,,,,,,
16152,100.935411,0.0,24.531148,0.05,20,1,0,0,,,,,,,,
16154,153.442805,0.0,24.82448,0.05,20,1,0,0,,,,,,,,
16156,137.080207,0.079269,24.922053,0.05,20,1,0,0,,,,,,,,
16157,109.059928,0.083135,24.798303,0.05,20,1,0,0,,,,,,,,
16158,109.12787,0.088544,24.750304,0.05,20,1,0,0,,,,,,,,
16163,29.716515,0.0,24.67193,0.05,7,1,0,0,,,,,,,,
16159,73.909375,0.084892,24.67193,0.05,20,1,0,0,,,,,,,,
16160,75.071607,0.0,24.855608,0.05,20,1,0,0,,,,,,,,
16161,135.784621,0.0,24.841409,0.05,20,1,0,0,,,,,,,,
16162,156.585228,0.0,24.960352,0.05,20,1,0,0,,,,,,,,
16164,68.332066,0.08382,25.32164,0.05,19,1,0,0,,,,,,,,
16171,12.606881,0.0,25.32164,0.05,6,1,0,0,,,,,,,,
16165,94.976685,0.061202,25.326958,0.05,20,1,0,0,,,,,,,,
16166,150.221915,0.092207,25.163409,0.05,20,1,0,0,,,,,,,,
16174,-0.797969,0.027837,25.163409,0.05,1,1,0,0,,,,,,,,
16167,133.967814,0.0,24.988319,0.05,20,1,0,0,,,,,,,,
16168,66.603876,0.089916,24.988319,0.05,20,1,0,0,,,,,,,,
16172,76.675102,0.089567,25.060868,0.05,11,1,0,0,,,,,,,,
16169,110.438115,0.0,25.060868,0.05,20,1,0,0,,,,,,,,
16170,113.240381,0.0,25.096662,0.05,20,1,0,0,,,,,,,,
16173,59.015845,0.0,25.440498,0.05,20,1,0,0,,,,,,,,
16175,70.798424,0.086876,25.12454,0.05,20,1,0,0,,,,,,,,
16176,94.448291,0.080092,25.12454,0.05,20,1,0,0,,,,,,,,
16177,40.630983,0.0,24.849719,0.05,20,1,0,0,,,,,,,,
16178,149.403207,0.093912,24.849719,0.05,20,1,0,0,,,,,,,,
16182,68.973582,0.0,24.699233,0.05,9,1,0,0,,,,,,,,
16179,132.50097,0.089186,24.569188,0.05,20,1,0,0,,,,,,,,
16180,108.316973,0.0,24.569188,0.05,20,1,0,0,,,,,,,,
16181,137.905146,0.0,24.594047,0.05,20,1,0,0,,,,,,,,
16183,13.252808,0.099168,24.960024,0.05,18,1,0,0,,,,,,,,
16184,144.824523,0.085656,24.807788,0.05,20,1,0,0,,,,,,,,
16186,35.13194,0.090601,24.738175,0.05,19,1,0,0,,,,,,,,
16185,61.95268,0.0,24.673406,0.05,20,1,0,0,,,,,,,,
16189,36.670123,0.0,24.673406,0.05,14,1,0,0,,,,,,,,
16187,137.277797,0.0,24.739642,0.05,20,1,0,0,,,,,,,,
16188,147.112878,0.09807,24.913164,0.05,20,1,0,0,,,,,,,,
16190,74.691829,0.0,24.945514,0.05,20,1,0,0,,,,,,,,
16198,13.808153,0.0,25.099709,0.05,3,1,0,0,,,,,,,,
16191,60.366911,0.095498,25.180028,0.05,18,1,0,0,,,,,,,,
16193,19.202909,0.091124,25.180028,0.05,15,1,0,0,,,,,,,,
16192,108.523401,0.082602,25.070987,0.05,20,1,0,0,,,,,,,,
16197,65.726184,0.094581,25.016832,0.05,13,1,0,0,,,,,,,,
16194,156.738003,0.0,24.972613,0.05,20,1,0,0,,,,,,,,
16195,131.397534,0.0,24.972613,0.05,20,1,0,0,,,,,,,,
16196,129.264631,0.0,25.043388,0.05,20,1,0,0,,,,,,,,
16206,-0.752732,0.0,25.148841,0.05,2,1,0,0,,,,,,,,
16199,149.030654,0.0,24.940041,0.05,20,1,0,0,,,,,,,,
16200,40.87419,0.107515,24.732865,0.05,19,1,0,0,,,,,,,,
16201,122.043375,0.096979,24.700382,0.05,20,1,0,0,,,,,,,,
16202,85.430443,0.091248,24.682041,0.05,20,1,0,0,,,,,,,,
16203,52.163523,0.083232,24.594313,0.05,20,1,0,0,,,,,,,,
16204,86.876547,0.0,24.573298,0.05,20,1,0,0,,,,,,,,
16205,91.352827,0.0,24.573298,0.05,20,1,0,0,,,,,,,,
16207,32.626254,0.0,24.543867,0.05,19,1,0,0,,,,,,,,
16208,55.828243,0.0,24.297174,0.05,20,1,0,0,,,,,,,,
16209,128.995405,0.0833,23.993538,0.05,20,1,0,0,,,,,,,,
16210,69.241304,0.085251,23.975217,0.05,20,1,0,0,,,,,,,,
16211,53.553327,0.093118,23.861483,0.05,20,1,0,0,,,,,,,,
16214,85.153814,0.0,23.861483,0.05,18,1,0,0,,,,,,,,
16212,84.847485,0.087823,23.831989,0.05,20,1,0,0,,,,,,,,
16213,112.21989,0.0,23.906642,0.05,20,1,0,0,,,,,,,,
16215,25.916271,0.0,23.801433,0.05,18,1,0,0,,,,,,,,
16216,16.802092,0.0,23.811089,0.05,17,1,0,0,,,,,,,,
16217,28.760547,0.069923,23.443163,0.05,20,1,0,0,,,,,,,,
16218,145.216488,0.089615,23.451401,0.05,20,1,0,0,,,,,,,,
16219,60.098357,0.12795,23.420847,0.05,17,1,0,0,,,,,,,,
16220,156.948676,0.0,23.363668,0.05,20,1,0,0,,,,,,,,
16221,133.678564,0.072598,23.318027,0.05,20,1,0,0,,,,,,,,
16222,105.775943,0.0,23.377508,0.05,20,1,0,0,,,,,,,,
16223,53.428242,0.0,23.356788,0.05,20,1,0,0,,,,,,,,
16224,73.23582,0.0,23.266743,0.05,20,1,0,0,,,,,,,,
16226,11.165102,0.068604,23.03389,0.05,16,1,0,0,,,,,,,,
16225,14.321258,0.08496,22.954875,0.05,19,1,0,0,,,,,,,,
16234,0.131869,0.074262,22.962284,0.05,2,1,0,0,,,,,,,,
16227,153.789335,0.076234,22.985258,0.05,20,1,0,0,,,,,,,,
16229,16.733875,0.088971,23.113311,0.05,19,1,0,0,,,,,,,,
16228,107.083307,0.0,23.113311,0.05,20,1,0,0,,,,,,,,
16230,126.553328,0.0,23.259937,0.05,20,1,0,0,,,,,,,,
16231,26.984525,0.0,23.259937,0.05,17,1,0,0,,,,,,,,
16232,144.861354,0.0,23.396831,0.05,20,1,0,0,,,,,,,,
16233,107.962879,0.068182,23.347723,0.05,20,1,0,0,,,,,,,,
16235,107.872992,0.081348,23.246776,0.05,20,1,0,0,,,,,,,,
16238,94.438695,0.0,23.246776,0.05,16,1,0,0,,,,,,,,
16237,120.453083,0.072874,23.225976,0.05,17,1,0,0,,,,,,,,
16236,140.793459,0.06692,23.225976,0.05,20,1,0,0,,,,,,,,
16239,128.99497,0.0,23.369186,0.05,20,1,0,0,,,,,,,,
16240,59.140365,0.0,23.369186,0.05,20,1,0,0,,,,,,,,
16241,111.2975,0.0,23.100806,0.05,20,1,0,0,,,,,,,,
16242,85.974431,0.069817,22.917986,0.05,20,1,0,0,,,,,,,,
16243,32.989704,0.098545,22.629603,0.05,20,1,0,0,,,,,,,,
16244,50.599101,0.0,22.629603,0.05,20,1,0,0,,,,,,,,
16245,136.220254,0.080826,22.562188,0.05,20,1,0,0,,,,,,,,
16246,103.018467,0.085679,22.562188,0.05,20,1,0,0,,,,,,,,
16254,-0.042227,0.113112,22.619112,0.05,1,1,0,0,,,,,,,,
16247,151.53238,0.0,22.817468,0.05,20,1,0,0,,,,,,,,
16248,91.66073,0.0,22.817468,0.05,20,1,0,0,,,,,,,,
16255,51.706784,0.092995,22.58193,0.05,8,1,0,0,,,,,,,,
16249,1.793995,0.0,22.53383,0.05,18,1,0,0,,,,,,,,
16250,146.507094,0.089473,22.508574,0.05,20,1,0,0,,,,,,,,
16256,30.004382,0.0,22.692577,0.05,13,1,0,0,,,,,,,,
16251,113.483385,0.084472,22.735487,0.05,20,1,0,0,,,,,,,,
16252,29.858487,0.0,22.735487,0.05,20,1,0,0,,,,,,,,
16253,70.796979,0.078941,22.818122,0.05,20,1,0,0,,,,,,,,
16257,58.823363,0.0,23.124093,0.05,20,1,0,0,,,,,,,,
16264,19.568261,0.055935,22.914937,0.05,8,1,0,0,,,,,,,,
16258,116.069311,0.097702,22.814238,0.05,20,1,0,0,,,,,,,,
16259,137.483742,0.0,22.755217,0.05,20,1,0,0,,,,,,,,
16260,66.90203,0.086014,22.645721,0.05,20,1,0,0,,,,,,,,
16261,154.414345,0.0,22.652342,0.05,20,1,0,0,,,,,,,,
16262,29.121666,0.106369,22.671553,0.05,20,1,0,0,,,,,,,,
16263,124.334914,0.0,22.671553,0.05,20,1,0,0,,,,,,,,
16265,53.451855,0.0,23.044614,0.05,20,1,0,0,,,,,,,,
16266,150.765774,0.091291,22.92439,0.05,20,1,0,0,,,,,,,,
16267,26.778275,0.103965,22.92439,0.05,19,1,0,0,,,,,,,,
16268,110.158457,0.0,22.921476,0.05,20,1,0,0,,,,,,,,
16269,89.005559,0.100802,23.017221,0.05,20,1,0,0,,,,,,,,
16270,85.66919,0.0,22.849374,0.05,20,1,0,0,,,,,,,,
16271,103.749874,0.081862,22.853504,0.05,20,1,0,0,,,,,,,,
16272,143.242665,0.0,22.853504,0.05,20,1,0,0,,,,,,,,
16273,49.058263,0.0,22.74933,0.05,19,1,0,0,,,,,,,,
16275,25.481937,0.08762,22.71675,0.05,17,1,0,0,,,,,,,,
16274,39.476123,0.088275,22.498823,0.05,19,1,0,0,,,,,,,,
16276,124.491403,0.0,22.426564,0.05,20,1,0,0,,,,,,,,
16277,57.936616,0.085792,22.299796,0.05,19,1,0,0,,,,,,,,
16278,144.365666,0.0,22.10313,0.05,20,1,0,0,,,,,,,,
16279,104.68211,0.073556,22.10313,0.05,19,1,0,0,,,,,,,,
16280,39.225623,0.0,22.10313,0.05,19,1,0,0,,,,,,,,
16281,111.871707,0.0,21.995967,0.05,20,1,0,0,,,,,,,,
16282,146.821692,0.083527,21.994239,0.05,20,1,0,0,,,,,,,,
16285,2.339156,0.080517,21.882113,0.05,12,1,0,0,,,,,,,,
16283,116.968476,0.087534,21.851956,0.05,20,1,0,0,,,,,,,,
16284,17.912617,0.0,21.851956,0.05,17,1,0,0,,,,,,,,
16289,64.564045,0.0,22.520029,0.05,12,1,0,0,,,,,,,,
16286,37.184086,0.0,22.591022,0.05,20,1,0,0,,,,,,,,
16287,97.304005,0.107262,22.591022,0.05,20,1,0,0,,,,,,,,
16288,154.917917,0.0,22.591022,0.05,20,1,0,0,,,,,,,,
16290,8.577446,0.058273,22.583329,0.05,18,1,0,0,,,,,,,,
16291,109.00405,0.09332,22.404727,0.05,20,1,0,0,,,,,,,,
16292,120.667073,0.096832,22.343839,0.05,20,1,0,0,,,,,,,,
16293,79.5051,0.0,22.343839,0.05,20,1,0,0,,,,,,,,
16297,9.482835,0.0,22.43954,0.05,11,1,0,0,,,,,,,,
16294,46.191407,0.0,22.600537,0.05,18,1,0,0,,,,,,,,
16300,19.515198,0.090773,22.685622,0.05,8,1,0,0,,,,,,,,
16295,88.995261,0.0,22.739611,0.05,20,1,0,0,,,,,,,,
16296,142.766592,0.076642,22.739611,0.05,20,1,0,0,,,,,,,,
16298,20.573939,0.08963,22.781599,0.05,18,1,0,0,,,,,,,,
16299,121.86451,0.071872,22.71354,0.05,20,1,0,0,,,,,,,,
16301,124.602555,0.0,22.712703,0.05,20,1,0,0,,,,,,,,
16302,66.277039,0.0,22.76305,0.05,20,1,0,0,,,,,,,,
16310,16.108407,0.0,22.574623,0.05,4,1,0,0,,,,,,,,
16303,104.21775,0.0,22.506286,0.05,20,1,0,0,,,,,,,,
16304,144.158867,0.075634,22.515798,0.05,20,1,0,0,,,,,,,,
16308,53.186987,0.081952,22.561707,0.05,11,1,0,0,,,,,,,,
16305,32.384116,0.0,22.608719,0.05,20,1,0,0,,,,,,,,
16306,135.55078,0.072623,22.608719,0.05,20,1,0,0,,,,,,,,
16307,82.908156,0.072188,22.704248,0.05,20,1,0,0,,,,,,,,
16309,21.706431,0.0,23.068311,0.05,18,1,0,0,,,,,,,,
16311,89.894585,0.0,23.414421,0.05,20,1,0,0,,,,,,,,
16312,134.260635,0.0,23.380698,0.05,20,1,0,0,,,,,,,,
16313,117.751202,0.094471,23.399837,0.05,20,1,0,0,,,,,,,,
16314,123.004104,0.101626,23.519807,0.05,20,1,0,0,,,,,,,,
16315,72.173442,0.0,23.599381,0.05,20,1,0,0,,,,,,,,
16316,119.49108,0.096005,23.599381,0.05,20,1,0,0,,,,,,,,
16317,86.087233,0.088289,23.8524,0.05,20,1,0,0,,,,,,,,
16318,150.243836,0.0,24.140618,0.05,20,1,0,0,,,,,,,,
16321,69.24424,0.097869,23.956335,0.05,16,1,0,0,,,,,,,,
16319,99.784785,0.0,23.784077,0.05,20,1,0,0,,,,,,,,
16320,120.241176,0.0,23.749343,0.05,20,1,0,0,,,,,,,,
16322,116.114871,0.088863,23.701404,0.05,20,1,0,0,,,,,,,,
16323,139.946521,0.0,23.769759,0.05,20,1,0,0,,,,,,,,
16324,113.429701,0.076173,23.769759,0.05,20,1,0,0,,,,,,,,
16329,8.001953,0.0,23.753071,0.05,5,1,0,0,,,,,,,,
16325,19.799257,0.099665,23.79895,0.05,19,1,0,0,,,,,,,,
16333,2.947959,0.0,24.01065,0.05,3,1,0,0,,,,,,,,
16326,92.981979,0.0,24.14523,0.05,20,1,0,0,,,,,,,,
16334,44.28106,0.075894,24.013061,0.05,9,1,0,0,,,,,,,,
16330,47.175859,0.096059,23.883867,0.05,13,1,0,0,,,,,,,,
16327,51.639158,0.093982,23.776938,0.05,20,1,0,0,,,,,,,,
16328,45.97247,0.0,23.70035,0.05,19,1,0,0,,,,,,,,
16335,5.004753,0.0,23.680867,0.05,15,1,0,0,,,,,,,,
16340,25.365411,0.0,23.680867,0.05,5,1,0,0,,,,,,,,
16331,114.823929,0.0,23.773682,0.05,20,1,0,0,,,,,,,,
16332,130.505386,0.087275,23.773682,0.05,20,1,0,0,,,,,,,,
16336,59.200954,0.0,23.854526,0.05,19,1,0,0,,,,,,,,
16338,35.919987,0.087172,23.822659,0.05,18,1,0,0,,,,,,,,
16337,117.381216,0.066471,23.717686,0.05,20,1,0,0,,,,,,,,
16339,106.559796,0.080589,23.507907,0.05,20,1,0,0,,,,,,,,
16343,90.778865,0.0,23.357111,0.05,16,1,0,0,,,,,,,,
16344,-0.570649,0.088916,23.318776,0.05,17,1,0,0,,,,,,,,
16346,4.760081,0.092995,23.318776,0.05,7,1,0,0,,,,,,,,
16341,124.264384,0.0,23.431159,0.05,20,1,0,0,,,,,,,,
16342,121.321626,0.0,23.431159,0.05,20,1,0,0,,,,,,,,
16345,116.77125,0.0,23.728137,0.05,20,1,0,0,,,,,,,,
16347,89.841834,0.090448,23.744802,0.05,20,1,0,0,,,,,,,,
16348,145.161855,0.079247,23.678628,0.05,20,1,0,0,,,,,,,,
16349,111.358689,0.0,23.64188,0.05,20,1,0,0,,,,,,,,
16350,123.100009,0.090946,23.635113,0.05,20,1,0,0,,,,,,,,
16351,100.276541,0.081043,23.635113,0.05,20,1,0,0,,,,,,,,
16352,140.759988,0.0,23.729323,0.05,20,1,0,0,,,,,,,,
16353,135.149264,0.0,23.729323,0.05,20,1,0,0,,,,,,,,
16354,28.570793,0.0,23.878661,0.05,18,1,0,0,,,,,,,,
16355,92.265592,0.088264,23.213573,0.05,20,1,0,0,,,,,,,,
16356,139.729576,0.096941,23.077862,0.05,20,1,0,0,,,,,,,,
16357,76.737777,0.0,23.034211,0.05,19,1,0,0,,,,,,,,
16361,109.822697,0.0,23.102508,0.05,17,1,0,0,,,,,,,,
16358,126.067218,0.117865,23.110507,0.05,20,1,0,0,,,,,,,,
16359,75.799403,0.091282,23.110507,0.05,20,1,0,0,,,,,,,,
16360,84.56382,0.0,23.171856,0.05,20,1,0,0,,,,,,,,
16362,2.810339,0.0,23.166686,0.05,18,1,0,0,,,,,,,,
16363,50.18043,0.072435,23.166686,0.05,11,1,0,0,,,,,,,,
16364,52.805076,0.07134,23.222791,0.05,10,1,0,0,,,,,,,,
16365,76.295832,0.0,23.259913,0.05,20,1,0,0,,,,,,,,
16367,0.351699,0.097203,23.227285,0.05,19,1,0,0,,,,,,,,
16366,77.475207,0.0,23.227285,0.05,20,1,0,0,,,,,,,,
16368,141.254456,0.085459,23.296036,0.05,20,1,0,0,,,,,,,,
16373,5.6418,0.0,23.477166,0.05,4,1,0,0,,,,,,,,
16369,107.905199,0.0,23.477166,0.05,20,1,0,0,,,,,,,,
16370,157.743069,0.0,23.339942,0.05,20,1,0,0,,,,,,,,
16371,113.771076,0.093922,23.339942,0.05,20,1,0,0,,,,,,,,
16372,45.556423,0.084357,23.278493,0.05,20,1,0,0,,,,,,,,
16376,16.210244,0.064782,23.278493,0.05,6,1,0,0,,,,,,,,
16381,49.503036,0.10037,23.540657,0.05,10,1,0,0,,,,,,,,
16374,152.17587,0.090531,23.325774,0.05,20,1,0,0,,,,,,,,
16375,93.052352,0.0,23.325774,0.05,20,1,0,0,,,,,,,,
16377,109.088031,0.0,23.408279,0.05,20,1,0,0,,,,,,,,
